!!SBtab SBtabVersion='1.0' Document='BIOMD0000000239_url_balanced_mode' TableType='Compartment' TableName='Compartment' TableID='ID_870' Date='2023-11-1'
!Compartment	!Name	!Size	!Identifiers:go	!Identifiers:obo.go
CYTOPLASM	cytoplasm	1.0	GO:0005737	GO:0005737
MT_IMS	mitochondrial intermembrane space	1.0	GO:0005758	GO:0005758
MT_IM	mitochondrial inner membrane	1.0	GO:0005743	GO:0005743
MATRIX	mitochondrial matrix	1.0	GO:0005759	GO:0005759

!!SBtab SBtabVersion='1.0' Document='BIOMD0000000239_url_balanced_mode' TableType='Compound' TableName='Compound' TableID='ID_169' Date='2023-11-1'
!Compound	!Name	!Location	!Charge	!IsConstant	!InitialConcentration	!hasOnlySubstanceUnits	!Identifiers:kegg.compound	!Identifiers:obo.chebi
v35	glutathione reductase	FADH2 + ETFox <=> ETFred + FAD		( 0.001 / 1.0) * (( kcrg_v35 * ( ( ((keq_v35)^(hco_v35/2.)) * FADH2 * ETFox) - (((keq_v35)^(-hco_v35/2.)) * ETFred * FAD)            ) )) / sqrt(kmc_v35_FADH2 * kmc_v35_ETFox * kmc_v35_ETFred * kmc_v35_FAD) / (( (1 + (FADH2/kmc_v35_FADH2)) * (1 + (ETFox/kmc_v35_ETFox)) ) + ( (1 + (ETFred/kmc_v35_ETFred)) * (1 + (FAD/kmc_v35_FAD)) ) - 1)	True	1.8.1.7		
v36	pyruvate decarboxylase	ATP + CO2 + Pyr <=> Pi + ADP + OXA		( 0.001 / 1.0) * (( kcrg_v36 * ( ( ((keq_v36)^(hco_v36/2.)) * ATP * CO2 * Pyr) - (((keq_v36)^(-hco_v36/2.)) * Pi * ADP * OXA)            ) )) / sqrt(kmc_v36_ATP * kmc_v36_CO2 * kmc_v36_Pyr * kmc_v36_Pi * kmc_v36_ADP * kmc_v36_OXA) / (( (1 + (ATP/kmc_v36_ATP)) * (1 + (CO2/kmc_v36_CO2)) * (1 + (Pyr/kmc_v36_Pyr)) ) + ( (1 + (Pi/kmc_v36_Pi)) * (1 + (ADP/kmc_v36_ADP)) * (1 + (OXA/kmc_v36_OXA)) ) - 1)	True	6.4.1.1		
v37	glycerol-3-phosphate dehydrogenase (FAD dependent)	G3P + FAD <=> FADH2 + DHAP		( 0.001 / 1.0) * (( kcrg_v37 * ( ( ((keq_v37)^(hco_v37/2.)) * G3P * FAD) - (((keq_v37)^(-hco_v37/2.)) * FADH2 * DHAP)            ) )) / sqrt(kmc_v37_G3P * kmc_v37_FAD * kmc_v37_FADH2 * kmc_v37_DHAP) / (( (1 + (G3P/kmc_v37_G3P)) * (1 + (FAD/kmc_v37_FAD)) ) + ( (1 + (FADH2/kmc_v37_FADH2)) * (1 + (DHAP/kmc_v37_DHAP)) ) - 1)	False	1.1.99.5		
v38	glycerol-3-phosphate dehydrogenase (NAD+ dependent)	NADH_cyt + DHAP <=> G3P + NAD		( 0.001 / 1.0) * (( kcrg_v38 * ( ( ((keq_v38)^(hco_v38/2.)) * NADH_cyt * DHAP) - (((keq_v38)^(-hco_v38/2.)) * G3P * NAD)            ) )) / sqrt(kmc_v38_NADH_cyt * kmc_v38_DHAP * kmc_v38_G3P * kmc_v38_NAD) / (( (1 + (NADH_cyt/kmc_v38_NADH_cyt)) * (1 + (DHAP/kmc_v38_DHAP)) ) + ( (1 + (G3P/kmc_v38_G3P)) * (1 + (NAD/kmc_v38_NAD)) ) - 1)	False	1.1.1.8		
v40	ATP/ADP carrier	ADP_cyt <=> ADP		( 0.001 / 1.0) * (( kcrg_v40 * ( ( ((keq_v40)^(hco_v40/2.)) * ADP_cyt) - (((keq_v40)^(-hco_v40/2.)) * ADP)            ) )) / sqrt(kmc_v40_ADP_cyt * kmc_v40_ADP) / (( (1 + (ADP_cyt/kmc_v40_ADP_cyt)) ) + ( (1 + (ADP/kmc_v40_ADP)) ) - 1)	False		GO:0015217	GO:0015217
v41	cytosolic isocitrate dehydrogenase	IsoCitcyt + NADP_cyt <=> OG_cyt + NADPH_cyt	CO2	( 0.001 / 1.0) * (( kcrg_v41 * ( ( ((keq_v41)^(hco_v41/2.)) * IsoCitcyt * NADP_cyt) - (((keq_v41)^(-hco_v41/2.)) * OG_cyt * NADPH_cyt)            ) )) / sqrt(kmc_v41_IsoCitcyt * kmc_v41_NADP_cyt * kmc_v41_OG_cyt * kmc_v41_NADPH_cyt) / (( (1 + (IsoCitcyt/kmc_v41_IsoCitcyt)) * (1 + (NADP_cyt/kmc_v41_NADP_cyt)) ) + ( (1 + (OG_cyt/kmc_v41_OG_cyt)) * (1 + (NADPH_cyt/kmc_v41_NADPH_cyt)) ) - 1)	True	1.1.1.42		
v42	citrate carrier	IsoCitcyt + Mal <=> Mal_cyt + IsoCit		( 0.001 / 1.0) * (( kcrg_v42 * ( ( ((keq_v42)^(hco_v42/2.)) * IsoCitcyt * Mal) - (((keq_v42)^(-hco_v42/2.)) * Mal_cyt * IsoCit)            ) )) / sqrt(kmc_v42_IsoCitcyt * kmc_v42_Mal * kmc_v42_Mal_cyt * kmc_v42_IsoCit) / (( (1 + (IsoCitcyt/kmc_v42_IsoCitcyt)) * (1 + (Mal/kmc_v42_Mal)) ) + ( (1 + (Mal_cyt/kmc_v42_Mal_cyt)) * (1 + (IsoCit/kmc_v42_IsoCit)) ) - 1)	True		GO:0006843	GO:0006843
v43	ATP/ADP carrier	ATP <=> ATP_cyt		( 0.001 / 1.0) * (( kcrg_v43 * ( ( ((keq_v43)^(hco_v43/2.)) * ATP) - (((keq_v43)^(-hco_v43/2.)) * ATP_cyt)            ) )) / sqrt(kmc_v43_ATP * kmc_v43_ATP_cyt) / (( (1 + (ATP/kmc_v43_ATP)) ) + ( (1 + (ATP_cyt/kmc_v43_ATP_cyt)) ) - 1)	False		GO:0005347	GO:0005347
v39	malate dehydrogenase (oxaloacetate-decarboxylating) (NADP+)	Mal_cyt + NADP_cyt <=> NADPH_cyt + PYR_cyt		( 0.001 / 1.0) * (( kcrg_v39 * ( ( ((keq_v39)^(hco_v39/2.)) * Mal_cyt * NADP_cyt) - (((keq_v39)^(-hco_v39/2.)) * NADPH_cyt * PYR_cyt)            ) )) / sqrt(kmc_v39_Mal_cyt * kmc_v39_NADP_cyt * kmc_v39_NADPH_cyt * kmc_v39_PYR_cyt) / (( (1 + (Mal_cyt/kmc_v39_Mal_cyt)) * (1 + (NADP_cyt/kmc_v39_NADP_cyt)) ) + ( (1 + (NADPH_cyt/kmc_v39_NADPH_cyt)) * (1 + (PYR_cyt/kmc_v39_PYR_cyt)) ) - 1)	True	1.1.1.40		
v44	malate dehydrogenase (oxaloacetate-decarboxylating) (NADP+)	Mal + NADP_p <=> NADPH + Pyr		( 0.001 / 1.0) * (( kcrg_v44 * ( ( ((keq_v44)^(hco_v44/2.)) * Mal * NADP_p) - (((keq_v44)^(-hco_v44/2.)) * NADPH * Pyr)            ) )) / sqrt(kmc_v44_Mal * kmc_v44_NADP_p * kmc_v44_NADPH * kmc_v44_Pyr) / (( (1 + (Mal/kmc_v44_Mal)) * (1 + (NADP_p/kmc_v44_NADP_p)) ) + ( (1 + (NADPH/kmc_v44_NADPH)) * (1 + (Pyr/kmc_v44_Pyr)) ) - 1)	True	1.1.1.40		

!!SBtab SBtabVersion='1.0' Document='BIOMD0000000239_url_balanced_mode' TableType='Quantity' TableName='Quantity' TableID='ID_313' Date='2023-11-1'
!Quantity	!Parameter:SBML:parameter:id	!Value	!Type
kcrg_GLCflow_GLCflow	kcrg_GLCflow	10.0	local parameter
keq_GLCflow_GLCflow	keq_GLCflow	1.0	local parameter
kmc_GLCflow_GLC_GLCflow	kmc_GLCflow_GLC	0.1	local parameter
hco_GLCflow_GLCflow	hco_GLCflow	1.0	local parameter
kcrg_LACflow_LACflow	kcrg_LACflow	10.0	local parameter
keq_LACflow_LACflow	keq_LACflow	1.0	local parameter
kmc_LACflow_LAC_LACflow	kmc_LACflow_LAC	0.1	local parameter
hco_LACflow_LACflow	hco_LACflow	1.0	local parameter
kcrg_GAPflow_GAPflow	kcrg_GAPflow	10.0	local parameter
keq_GAPflow_GAPflow	keq_GAPflow	1.0	local parameter
kmc_GAPflow_GAP_GAPflow	kmc_GAPflow_GAP	0.1	local parameter
hco_GAPflow_GAPflow	hco_GAPflow	1.0	local parameter
kcrg_v1_v1	kcrg_v1	10.0	local parameter
keq_v1_v1	keq_v1	1.0	local parameter
kmc_v1_GLC_v1	kmc_v1_GLC	0.1	local parameter
kmc_v1_ATP_cyt_v1	kmc_v1_ATP_cyt	0.1	local parameter
kmc_v1_F6P_v1	kmc_v1_F6P	0.1	local parameter
kmc_v1_ADP_cyt_v1	kmc_v1_ADP_cyt	0.1	local parameter
hco_v1_v1	hco_v1	1.0	local parameter
kcrg_v2_v2	kcrg_v2	10.0	local parameter
keq_v2_v2	keq_v2	1.0	local parameter
kmc_v2_F6P_v2	kmc_v2_F6P	0.1	local parameter
kmc_v2_ATP_cyt_v2	kmc_v2_ATP_cyt	0.1	local parameter
kmc_v2_FBP_v2	kmc_v2_FBP	0.1	local parameter
kmc_v2_ADP_cyt_v2	kmc_v2_ADP_cyt	0.1	local parameter
hco_v2_v2	hco_v2	1.0	local parameter
kcrg_v3_v3	kcrg_v3	10.0	local parameter
keq_v3_v3	keq_v3	1.0	local parameter
kmc_v3_FBP_v3	kmc_v3_FBP	0.1	local parameter
kmc_v3_GAP_v3	kmc_v3_GAP	0.1	local parameter
hco_v3_v3	hco_v3	1.0	local parameter
kcrg_v4_v4	kcrg_v4	10.0	local parameter
keq_v4_v4	keq_v4	1.0	local parameter
kmc_v4_GAP_v4	kmc_v4_GAP	0.1	local parameter
kmc_v4_NAD_v4	kmc_v4_NAD	0.1	local parameter
kmc_v4_DPG_v4	kmc_v4_DPG	0.1	local parameter
kmc_v4_NADH_cyt_v4	kmc_v4_NADH_cyt	0.1	local parameter
hco_v4_v4	hco_v4	1.0	local parameter
kcrg_v5_v5	kcrg_v5	10.0	local parameter
keq_v5_v5	keq_v5	1.0	local parameter
kmc_v5_DPG_v5	kmc_v5_DPG	0.1	local parameter
kmc_v5_ADP_cyt_v5	kmc_v5_ADP_cyt	0.1	local parameter
kmc_v5_PEP_v5	kmc_v5_PEP	0.1	local parameter
kmc_v5_ATP_cyt_v5	kmc_v5_ATP_cyt	0.1	local parameter
hco_v5_v5	hco_v5	1.0	local parameter
kcrg_v6_v6	kcrg_v6	10.0	local parameter
keq_v6_v6	keq_v6	1.0	local parameter
kmc_v6_PEP_v6	kmc_v6_PEP	0.1	local parameter
kmc_v6_ADP_cyt_v6	kmc_v6_ADP_cyt	0.1	local parameter
kmc_v6_PYR_cyt_v6	kmc_v6_PYR_cyt	0.1	local parameter
kmc_v6_ATP_cyt_v6	kmc_v6_ATP_cyt	0.1	local parameter
hco_v6_v6	hco_v6	1.0	local parameter
kcrg_v7_v7	kcrg_v7	10.0	local parameter
keq_v7_v7	keq_v7	1.0	local parameter
kmc_v7_PYR_cyt_v7	kmc_v7_PYR_cyt	0.1	local parameter
kmc_v7_NADH_cyt_v7	kmc_v7_NADH_cyt	0.1	local parameter
kmc_v7_LAC_v7	kmc_v7_LAC	0.1	local parameter
kmc_v7_NAD_v7	kmc_v7_NAD	0.1	local parameter
hco_v7_v7	hco_v7	1.0	local parameter
kcrg_hidden_1_hidden_1	kcrg_hidden_1	10.0	local parameter
keq_hidden_1_hidden_1	keq_hidden_1	1.0	local parameter
kmc_hidden_1_AMP_hidden_1	kmc_hidden_1_AMP	0.1	local parameter
kmc_hidden_1_ATP_cyt_hidden_1	kmc_hidden_1_ATP_cyt	0.1	local parameter
kmc_hidden_1_ADP_cyt_hidden_1	kmc_hidden_1_ADP_cyt	0.1	local parameter
hco_hidden_1_hidden_1	hco_hidden_1	1.0	local parameter
kcrg_v8_v8	kcrg_v8	10.0	local parameter
keq_v8_v8	keq_v8	6.1164	local parameter
kmc_v8_PYR_cyt_v8	kmc_v8_PYR_cyt	0.1	local parameter
kmc_v8_Pyr_v8	kmc_v8_Pyr	0.1	local parameter
hco_v8_v8	hco_v8	1.0	local parameter
kcrg_v9_v9	kcrg_v9	10.0	local parameter
keq_v9_v9	keq_v9	1.0	local parameter
kmc_v9_Pyr_v9	kmc_v9_Pyr	0.1	local parameter
kmc_v9_CoA_v9	kmc_v9_CoA	0.1	local parameter
kmc_v9_NAD_p_v9	kmc_v9_NAD_p	0.1	local parameter
kmc_v9_CO2_v9	kmc_v9_CO2	0.1	local parameter
kmc_v9_Acetyl_CoA_v9	kmc_v9_Acetyl_CoA	0.1	local parameter
kmc_v9_NADH_v9	kmc_v9_NADH	0.1	local parameter
hco_v9_v9	hco_v9	1.0	local parameter
kcrg_v10_v10	kcrg_v10	10.0	local parameter
keq_v10_v10	keq_v10	6.1164	local parameter
kmc_v10_OXA_v10	kmc_v10_OXA	0.1	local parameter
kmc_v10_Acetyl_CoA_v10	kmc_v10_Acetyl_CoA	0.1	local parameter
kmc_v10_Cit_v10	kmc_v10_Cit	0.1	local parameter
kmc_v10_CoA_v10	kmc_v10_CoA	0.1	local parameter
hco_v10_v10	hco_v10	1.0	local parameter
kcrg_v11_v11	kcrg_v11	10.0	local parameter
keq_v11_v11	keq_v11	1.0	local parameter
kmc_v11_Cit_v11	kmc_v11_Cit	0.1	local parameter
kmc_v11_IsoCit_v11	kmc_v11_IsoCit	0.1	local parameter
hco_v11_v11	hco_v11	1.0	local parameter
kcrg_v12_v12	kcrg_v12	10.0	local parameter
keq_v12_v12	keq_v12	1.0	local parameter
kmc_v12_IsoCit_v12	kmc_v12_IsoCit	0.0898	local parameter
kmc_v12_NAD_p_v12	kmc_v12_NAD_p	0.1	local parameter
kmc_v12_OG_v12	kmc_v12_OG	0.1	local parameter
kmc_v12_NADH_v12	kmc_v12_NADH	0.1	local parameter
hco_v12_v12	hco_v12	1.0	local parameter
kcrg_v14_v14	kcrg_v14	10.0	local parameter
keq_v14_v14	keq_v14	6.1164	local parameter
kmc_v14_OG_v14	kmc_v14_OG	0.1	local parameter
kmc_v14_CoA_v14	kmc_v14_CoA	0.1	local parameter
kmc_v14_NAD_p_v14	kmc_v14_NAD_p	0.1	local parameter
kmc_v14_CO2_v14	kmc_v14_CO2	0.1	local parameter
kmc_v14_SCoA_v14	kmc_v14_SCoA	0.1	local parameter
kmc_v14_NADH_v14	kmc_v14_NADH	0.1	local parameter
hco_v14_v14	hco_v14	1.0	local parameter
kcrg_v15_v15	kcrg_v15	10.0	local parameter
keq_v15_v15	keq_v15	0.0001	local parameter
kmc_v15_GDP_v15	kmc_v15_GDP	0.1	local parameter
kmc_v15_SCoA_v15	kmc_v15_SCoA	0.1	local parameter
kmc_v15_Pi_v15	kmc_v15_Pi	0.1	local parameter
kmc_v15_Suc_v15	kmc_v15_Suc	0.1	local parameter
kmc_v15_GTP_v15	kmc_v15_GTP	0.1	local parameter
kmc_v15_CoA_v15	kmc_v15_CoA	0.1	local parameter
hco_v15_v15	hco_v15	1.0	local parameter
kcrg_v16_v16	kcrg_v16	10.1222	local parameter
keq_v16_v16	keq_v16	7.846	local parameter
kmc_v16_Suc_v16	kmc_v16_Suc	0.1002	local parameter
kmc_v16_Q_v16	kmc_v16_Q	0.1002	local parameter
kmc_v16_Fum_v16	kmc_v16_Fum	0.0998	local parameter
kmc_v16_QH2_v16	kmc_v16_QH2	0.0998	local parameter
hco_v16_v16	hco_v16	1.0	local parameter
kcrg_v17_v17	kcrg_v17	10.0	local parameter
keq_v17_v17	keq_v17	0.0	local parameter
kmc_v17_Fum_v17	kmc_v17_Fum	0.1	local parameter
kmc_v17_Mal_v17	kmc_v17_Mal	0.1	local parameter
hco_v17_v17	hco_v17	1.0	local parameter
kcrg_v18_v18	kcrg_v18	10.0	local parameter
keq_v18_v18	keq_v18	0.1635	local parameter
kmc_v18_Mal_v18	kmc_v18_Mal	0.1	local parameter
kmc_v18_NAD_p_v18	kmc_v18_NAD_p	0.1	local parameter
kmc_v18_NADH_v18	kmc_v18_NADH	0.1	local parameter
kmc_v18_OXA_v18	kmc_v18_OXA	0.1	local parameter
hco_v18_v18	hco_v18	1.0	local parameter
kcrg_v20_v20	kcrg_v20	10.0	local parameter
keq_v20_v20	keq_v20	6.1164	local parameter
kmc_v20_Ala_v20	kmc_v20_Ala	0.1	local parameter
kmc_v20_OG_v20	kmc_v20_OG	0.1	local parameter
kmc_v20_Glu_v20	kmc_v20_Glu	0.1	local parameter
kmc_v20_Pyr_v20	kmc_v20_Pyr	0.1	local parameter
hco_v20_v20	hco_v20	1.0	local parameter
kcrg_v21_v21	kcrg_v21	10.0	local parameter
keq_v21_v21	keq_v21	6.1164	local parameter
kmc_v21_OXA_v21	kmc_v21_OXA	0.1	local parameter
kmc_v21_Glu_v21	kmc_v21_Glu	0.1	local parameter
kmc_v21_Asp_v21	kmc_v21_Asp	0.1	local parameter
kmc_v21_OG_v21	kmc_v21_OG	0.1	local parameter
hco_v21_v21	hco_v21	1.0	local parameter
kcrg_v22_v22	kcrg_v22	10.0	local parameter
keq_v22_v22	keq_v22	1.0	local parameter
kmc_v22_Glu_cyt_v22	kmc_v22_Glu_cyt	0.1	local parameter
kmc_v22_Asp_v22	kmc_v22_Asp	0.1	local parameter
kmc_v22_Asp_cyt_v22	kmc_v22_Asp_cyt	0.1	local parameter
kmc_v22_Glu_v22	kmc_v22_Glu	0.1	local parameter
hco_v22_v22	hco_v22	1.0	local parameter
kcrg_v24_v24	kcrg_v24	10.0	local parameter
keq_v24_v24	keq_v24	0.0	local parameter
kmc_v24_NADH_v24	kmc_v24_NADH	0.1	local parameter
kmc_v24_Q_v24	kmc_v24_Q	0.1	local parameter
kmc_v24_NAD_p_v24	kmc_v24_NAD_p	0.1	local parameter
kmc_v24_QH2_v24	kmc_v24_QH2	0.1	local parameter
hco_v24_v24	hco_v24	1.0	local parameter
kcrg_v25_v25	kcrg_v25	10.2349	local parameter
keq_v25_v25	keq_v25	6.526	local parameter
kmc_v25_QH2_v25	kmc_v25_QH2	0.1003	local parameter
kmc_v25_Cytc3p_v25	kmc_v25_Cytc3p	0.1006	local parameter
kmc_v25_Q_v25	kmc_v25_Q	0.0997	local parameter
kmc_v25_Cytc2p_v25	kmc_v25_Cytc2p	0.0994	local parameter
hco_v25_v25	hco_v25	1.0	local parameter
kcrg_v26_v26	kcrg_v26	10.5283	local parameter
keq_v26_v26	keq_v26	16013.8322	local parameter
kmc_v26_Cytc2p_v26	kmc_v26_Cytc2p	0.1006	local parameter
kmc_v26_Cytc3p_v26	kmc_v26_Cytc3p	0.0994	local parameter
hco_v26_v26	hco_v26	1.0	local parameter
kcrg_v27_v27	kcrg_v27	10.0	local parameter
keq_v27_v27	keq_v27	1.0	local parameter
kmc_v27_Cit_cyt_v27	kmc_v27_Cit_cyt	0.1	local parameter
kmc_v27_CoA_cyt_v27	kmc_v27_CoA_cyt	0.1	local parameter
kmc_v27_OXA_cyt_v27	kmc_v27_OXA_cyt	0.1	local parameter
kmc_v27_Acetyl_CoA_cyt_v27	kmc_v27_Acetyl_CoA_cyt	0.1	local parameter
hco_v27_v27	hco_v27	1.0	local parameter
kcrg_v28_v28	kcrg_v28	10.0	local parameter
keq_v28_v28	keq_v28	228.8174	local parameter
kmc_v28_ADP_v28	kmc_v28_ADP	0.1	local parameter
kmc_v28_Pi_v28	kmc_v28_Pi	0.1	local parameter
kmc_v28_ATP_v28	kmc_v28_ATP	0.1	local parameter
kmc_v28_H2O_v28	kmc_v28_H2O	0.1	local parameter
hco_v28_v28	hco_v28	1.0	local parameter
kcrg_v29_v29	kcrg_v29	10.0	local parameter
keq_v29_v29	keq_v29	1.0	local parameter
kmc_v29_Cit_cyt_v29	kmc_v29_Cit_cyt	0.1	local parameter
kmc_v29_IsoCitcyt_v29	kmc_v29_IsoCitcyt	0.1	local parameter
hco_v29_v29	hco_v29	1.0	local parameter
kcrg_v30_v30	kcrg_v30	10.0	local parameter
keq_v30_v30	keq_v30	1.0	local parameter
kmc_v30_Mal_cyt_v30	kmc_v30_Mal_cyt	0.1	local parameter
kmc_v30_OG_v30	kmc_v30_OG	0.1	local parameter
kmc_v30_OG_cyt_v30	kmc_v30_OG_cyt	0.1	local parameter
kmc_v30_Mal_v30	kmc_v30_Mal	0.1	local parameter
hco_v30_v30	hco_v30	1.0	local parameter
kcrg_v31_v31	kcrg_v31	10.0	local parameter
keq_v31_v31	keq_v31	1.0	local parameter
kmc_v31_NADH_cyt_v31	kmc_v31_NADH_cyt	0.1	local parameter
kmc_v31_OXA_cyt_v31	kmc_v31_OXA_cyt	0.1	local parameter
kmc_v31_Mal_cyt_v31	kmc_v31_Mal_cyt	0.1747	local parameter
kmc_v31_NAD_v31	kmc_v31_NAD	0.1747	local parameter
hco_v31_v31	hco_v31	1.0	local parameter
kcrg_v32_v32	kcrg_v32	10.0	local parameter
keq_v32_v32	keq_v32	1.0	local parameter
kmc_v32_Asp_cyt_v32	kmc_v32_Asp_cyt	0.1	local parameter
kmc_v32_OG_cyt_v32	kmc_v32_OG_cyt	0.1	local parameter
kmc_v32_OXA_cyt_v32	kmc_v32_OXA_cyt	0.1	local parameter
kmc_v32_Glu_cyt_v32	kmc_v32_Glu_cyt	0.1	local parameter
hco_v32_v32	hco_v32	1.0	local parameter
kcrg_v33_v33	kcrg_v33	10.0	local parameter
keq_v33_v33	keq_v33	1.0	local parameter
kmc_v33_Cit_cyt_v33	kmc_v33_Cit_cyt	0.1	local parameter
kmc_v33_Mal_v33	kmc_v33_Mal	0.1	local parameter
kmc_v33_Mal_cyt_v33	kmc_v33_Mal_cyt	0.1	local parameter
kmc_v33_Cit_v33	kmc_v33_Cit	0.1	local parameter
hco_v33_v33	hco_v33	1.0	local parameter
kcrg_v34_v34	kcrg_v34	10.0	local parameter
keq_v34_v34	keq_v34	0.0	local parameter
kmc_v34_ETFred_v34	kmc_v34_ETFred	0.1	local parameter
kmc_v34_Q_v34	kmc_v34_Q	0.1	local parameter
kmc_v34_ETFox_v34	kmc_v34_ETFox	0.1	local parameter
kmc_v34_QH2_v34	kmc_v34_QH2	0.1	local parameter
hco_v34_v34	hco_v34	1.0	local parameter
kcrg_v35_v35	kcrg_v35	10.0	local parameter
keq_v35_v35	keq_v35	1.0	local parameter
kmc_v35_FADH2_v35	kmc_v35_FADH2	0.1	local parameter
kmc_v35_ETFox_v35	kmc_v35_ETFox	0.1	local parameter
kmc_v35_ETFred_v35	kmc_v35_ETFred	0.1	local parameter
kmc_v35_FAD_v35	kmc_v35_FAD	0.1	local parameter
hco_v35_v35	hco_v35	1.0	local parameter
kcrg_v36_v36	kcrg_v36	9.9811	local parameter
keq_v36_v36	keq_v36	0.0	local parameter
kmc_v36_ATP_v36	kmc_v36_ATP	0.1	local parameter
kmc_v36_CO2_v36	kmc_v36_CO2	0.1	local parameter
kmc_v36_Pyr_v36	kmc_v36_Pyr	0.421	local parameter
kmc_v36_Pi_v36	kmc_v36_Pi	0.1	local parameter
kmc_v36_ADP_v36	kmc_v36_ADP	0.1	local parameter
kmc_v36_OXA_v36	kmc_v36_OXA	0.1	local parameter
hco_v36_v36	hco_v36	1.0	local parameter
kcrg_v37_v37	kcrg_v37	10.0	local parameter
keq_v37_v37	keq_v37	1.0	local parameter
kmc_v37_G3P_v37	kmc_v37_G3P	0.1	local parameter
kmc_v37_FAD_v37	kmc_v37_FAD	0.1	local parameter
kmc_v37_FADH2_v37	kmc_v37_FADH2	0.1	local parameter
kmc_v37_DHAP_v37	kmc_v37_DHAP	0.1	local parameter
hco_v37_v37	hco_v37	1.0	local parameter
kcrg_v38_v38	kcrg_v38	10.0	local parameter
keq_v38_v38	keq_v38	1.0	local parameter
kmc_v38_NADH_cyt_v38	kmc_v38_NADH_cyt	0.1	local parameter
kmc_v38_DHAP_v38	kmc_v38_DHAP	0.421	local parameter
kmc_v38_G3P_v38	kmc_v38_G3P	24.1402	local parameter
kmc_v38_NAD_v38	kmc_v38_NAD	0.1	local parameter
hco_v38_v38	hco_v38	1.0	local parameter
kcrg_v40_v40	kcrg_v40	10.0	local parameter
keq_v40_v40	keq_v40	0.1635	local parameter
kmc_v40_ADP_cyt_v40	kmc_v40_ADP_cyt	0.1	local parameter
kmc_v40_ADP_v40	kmc_v40_ADP	0.1	local parameter
hco_v40_v40	hco_v40	1.0	local parameter
kcrg_v41_v41	kcrg_v41	10.0	local parameter
keq_v41_v41	keq_v41	1.0	local parameter
kmc_v41_IsoCitcyt_v41	kmc_v41_IsoCitcyt	0.1	local parameter
kmc_v41_NADP_cyt_v41	kmc_v41_NADP_cyt	0.1	local parameter
kmc_v41_OG_cyt_v41	kmc_v41_OG_cyt	0.1	local parameter
kmc_v41_NADPH_cyt_v41	kmc_v41_NADPH_cyt	0.1	local parameter
hco_v41_v41	hco_v41	1.0	local parameter
kcrg_v42_v42	kcrg_v42	10.0	local parameter
keq_v42_v42	keq_v42	1.0	local parameter
kmc_v42_IsoCitcyt_v42	kmc_v42_IsoCitcyt	0.1	local parameter
kmc_v42_Mal_v42	kmc_v42_Mal	0.1	local parameter
kmc_v42_Mal_cyt_v42	kmc_v42_Mal_cyt	0.1	local parameter
kmc_v42_IsoCit_v42	kmc_v42_IsoCit	0.1	local parameter
hco_v42_v42	hco_v42	1.0	local parameter
kcrg_v43_v43	kcrg_v43	10.0	local parameter
keq_v43_v43	keq_v43	0.1635	local parameter
kmc_v43_ATP_v43	kmc_v43_ATP	0.1	local parameter
kmc_v43_ATP_cyt_v43	kmc_v43_ATP_cyt	0.1	local parameter
hco_v43_v43	hco_v43	1.0	local parameter
kcrg_v39_v39	kcrg_v39	10.0	local parameter
keq_v39_v39	keq_v39	1.0	local parameter
kmc_v39_Mal_cyt_v39	kmc_v39_Mal_cyt	0.1	local parameter
kmc_v39_NADP_cyt_v39	kmc_v39_NADP_cyt	0.1	local parameter
kmc_v39_NADPH_cyt_v39	kmc_v39_NADPH_cyt	0.1	local parameter
kmc_v39_PYR_cyt_v39	kmc_v39_PYR_cyt	0.1	local parameter
hco_v39_v39	hco_v39	1.0	local parameter
kcrg_v44_v44	kcrg_v44	10.0	local parameter
keq_v44_v44	keq_v44	6.1164	local parameter
kmc_v44_Mal_v44	kmc_v44_Mal	0.1	local parameter
kmc_v44_NADP_p_v44	kmc_v44_NADP_p	0.1	local parameter
kmc_v44_NADPH_v44	kmc_v44_NADPH	0.1	local parameter
kmc_v44_Pyr_v44	kmc_v44_Pyr	0.1	local parameter
hco_v44_v44	hco_v44	1.0	local parameter
flow	flow	0.011	global parameter

!!SBtab SBtabVersion='1.0' TableID='ParameterBalanced' TableType='Quantity' TableName='Parameter' Document='jiang_data_cerevisiae.tsv' Date='2023-11-01'
!QuantityType	!Reaction:SBML:reaction:id	!Compound:SBML:species:id	!Mode	!Unit	!UnconstrainedGeometricMean	!UnconstrainedGeometricStd	!UnconstrainedMean	!UnconstrainedStd	!Std	!GeometricStd	!Organism	!Reference
standard chemical potential		GLC	0.0	kJ/mol	NaN	NaN	0.0	500.0				
concentration		GLC	0.1	mM	0.1	10.0	1.4167	20.0217				
standard chemical potential		F6P	0.0	kJ/mol	NaN	NaN	0.0	500.0				
concentration		F6P	0.5814	mM	0.5814	1.5884	0.6471	0.3162		1.2		
standard chemical potential		FBP	0.0	kJ/mol	NaN	NaN	0.0	500.0				
concentration		FBP	2.4245	mM	2.4245	1.5884	2.6985	1.3187		1.2		
standard chemical potential		GAP	0.0	kJ/mol	NaN	NaN	0.0	500.0				
concentration		GAP	0.1	mM	0.1	10.0	1.4167	20.0217				
standard chemical potential		DPG	0.0	kJ/mol	NaN	NaN	0.0	500.0				
concentration		DPG	0.1	mM	0.1	10.0	1.4167	20.0217				
standard chemical potential		PEP	0.0	kJ/mol	NaN	NaN	0.0	500.0				
